BCAR1	MAP2K4	->
BCAR1	MAPK8	->
BCAR1	VAV3	->
BCAR3	CDC42	->
BCL10	GAB2	->
BCL2	DIABLO	->
BCL2L1	DIABLO	->
BCL2L11	CASP3	->
BCR/ABL FUSION	GRB2	->
BCR/ABL FUSION	MTOR	->
BCR/ABL FUSION	PLCB1	->
BCR/ABL FUSION	RPS6KB1	->
BDNF	CASP6	->
BDNF	CDC42	->
BDNF	CDH2	->
BDNF	CTNNA1	->
BDNF	CTNNB1	->
BDNF	CTNND1	->
BDNF	GRB2	->
BDNF	MAPK10	->
BDNF	MAPK8	->
BDNF	MAPK9	->
BDNF	PLCB1	->
BDNF	RAP1A	->
BDNF	RAP1B	->
BDNF	SHC2	->
BDNF	SHC3	->
BDNF	TP53	->
BECN1	GABARAP	->
BECN1	GABARAPL1	->
BECN1	GABARAPL2	->
BECN1	MAP1LC3A	->
BECN1	MAP1LC3B	->
BECN1	MAP1LC3C	->
BIRC3	DKFZP686N1815	->
BIRC3	MAP2K4	->
BIRC3	MAP2K7	->
BIRC3	MAP4K4	->
BIRC3	SMPD1	->
BIRC3	SMPD3	->
BIRC5	KIF23	->
BIRC5	RACGAP1	->
BLK	CBL	->
BLK	DAPP1	->
BLK	DOK1	->
BLK	EGF	->
BLK	EGFR	->
BLK	GNAI1	->
BLK	MAPK11	->
BLK	MAPK14	->
BLK	MLLT4	->
BLK	NGEF	->
BLK	PRKCD	->
BLK	PTK2	->
BLK	PXN	->
BLK	RGS1	->
BLK	SNCA	->
BLK	STAT3	->
BLK	TRPV6	->
BLK	VAV2	->
BLNK	INPP5D	->
BMP10	GATA-4	->
BMP10	NKX2-5	->
BMP10	NOG	->
BMP2	GATA-4	->
BMP2	NKX2-5	->
BMP2	TAB1	->
BMP2	TAB2	->
BMP4	GATA-4	->
BMP4	NKX2-5	->
BMP4	SMAD5	->
BMP4	SMAD9	->
BMP4	TAB1	->
BMP4	TAB2	->
BMP6	SMAD1	->
BMP6	SMAD5	->
BMP7	SMAD5	->
BMP7	SMAD9	->
BMPR1A	GATA-4	->
BMPR1A	MADH5	->
BMPR1A	NKX2-5	->
BMPR1A	SMAD4	->
BMPR1A	TAB1	->
BMPR1A	TAB2	->
BMPR1B	MAP3K7	->
BMPR1B	TAB1	->
BMPR1B	TAB2	->
BMPR2	TAB1	->
BMPR2	TAB2	->
BRAF	MAP2K6	->
BRCA1	FANCA	->
BRCA1	FANCC	->
BRCA1	FANCD2	->
BRCA1	FANCE	->
BRCA1	FANCF	->
BRCA1	FANCG	->
BRCA1	FANCI	->
BRCA1	FANCL	->
BRSK1	MAP2	->
BRSK1	MAPT	->
BRSK2	MAP2	->
BRSK2	MAPT	->
BSG	MAPK1	->
BSG	MAPK3	->
BTG2	CCND1	->
BTG2	CHAF1A	->
BTG2	HOXB9	->
BTG2	PRMT1	->
BTK	FOS	->
BTK	JUN	->
BTRC	HDAC3	->
BTRC	TP63	->
